S.No,e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain,Tender Links,Organisation Name
54,2023-01-31 18:00:00,2023-02-11 18:00:00,2023-02-13 11:00:00,"[Annual Maintenance Rate Contract of Civil works for NTB, New ATC Building, MT Pool, Operational Area, FSTC Narayanpur, Outer Markers and Behala Airport for the year 2022-23 at NSCBI Airport, Kolkata]  [AAI/ER/KOL/E-C/NIT-16/2022-23][2023_AAI_143384_1]",Airports Authority of India||Eastern Region - AAI||RHQ-ER - AAI||ENGG CIVIL-ER - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SvBrv7mu8XntQwwPNy15JbQ%3D%3D,Airports Authority of India
55,2023-01-31 18:00:00,2023-02-23 15:00:00,2023-02-24 15:00:00,[BDU/ MRO/ Tirupati 1]  [BDU/ MRO/ Tirupati 1][2023_AAI_143402_1],Airports Authority of India||CHQ - AAI||Business Devlopment Cell - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2F5f0Tunv8pYWbGGDv%2FLDcQ%3D%3D,Airports Authority of India
56,2023-01-31 18:00:00,2023-02-23 15:00:00,2023-02-24 15:00:00,[BDU/ MRO/ Juhu 2]  [BDU/ MRO/ Juhu 2][2023_AAI_143460_1],Airports Authority of India||CHQ - AAI||Business Devlopment Cell - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SO7vDCVaGB7oB%2BsLqbWPMFg%3D%3D,Airports Authority of India
57,2023-01-31 18:00:00,2023-02-23 15:00:00,2023-02-24 15:00:00,[BDU/ MRO/ Juhu 1]  [BDU/ MRO/ Juhu 1][2023_AAI_143453_1],Airports Authority of India||CHQ - AAI||Business Devlopment Cell - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=StJ7J28iFt9afytQsZ2oUpg%3D%3D,Airports Authority of India
58,2023-01-31 18:00:00,2023-02-23 15:00:00,2023-02-24 15:00:00,[BDU/ MRO/ Juhu 3]  [BDU/ MRO/ Juhu 3][2023_AAI_143464_1],Airports Authority of India||CHQ - AAI||Business Devlopment Cell - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=ShxzY8cxVNY767idaDGhZ8w%3D%3D,Airports Authority of India
59,2023-01-31 18:00:00,2023-02-21 18:00:00,2023-02-23 11:30:00,[Annual repairs and maintenance work of AAI-PHHL Colony at Juhu Airport for the financial year 2023 24.]  [AAI/AGM(E-C)/E-NIT/JJ/ ][2023_AAI_143463_1],Airports Authority of India||Western Region - AAI||JUHU - AAI||ENGG CIVIL-VAJJ - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sac0%2F%2BHcFlyZy0P7BxZETxA%3D%3D,Airports Authority of India
60,2023-01-31 16:00:00,2023-02-21 16:00:00,2023-02-22 16:00:00,"[Radio Remote Ground Station RGS at VSI Airport, Port Blair]  [AAI/PB/COMML/RGS][2023_AAI_143315_1]",Airports Authority of India||Eastern Region - AAI||PORTBLAIR - AAI||TERMINAL MGMT-VOPB - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SDmZWvz3jlAX%2B4pQJzpoxuA%3D%3D,Airports Authority of India
61,2023-01-31 16:00:00,2023-02-20 16:00:00,2023-02-21 16:00:00,[License to operate Wellness Centre/ Spa and Massage Chair Facility at T2 Terminal of Chennai Airport]  [SPA_T2_CHENNAI_2023][2023_AAI_143459_1],Airports Authority of India||Southern Region - AAI||CHENNAI-AIRPORT - AAI||COMMERCIAL-VOMM - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SZjUPS1uLJJ3yum9%2BjlXVjQ%3D%3D,Airports Authority of India
62,2023-01-31 11:15:00,2023-02-14 12:00:00,2023-02-15 15:00:00,[Engagement of JCO (Ex Servicemen) through DGR sponsored agencies for Terminal Management activities at Chennai Airport]  [OP-45015/34/2022-APD-CHENNAI][2023_AAI_141005_1],Airports Authority of India||Southern Region - AAI||CHENNAI-AIRPORT - AAI||TERMINAL MGMT-VOMM - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sx5nFHk9I9g4IdE1dvYdoHg%3D%3D,Airports Authority of India
63,2023-01-30 18:30:00,2023-02-11 17:30:00,2023-02-13 15:30:00,[E Tender (Short Term) for Concession for Vehicle Parking Management System Collection of Parking Fees and Lane Management at Madurai Airport]  [AAI/MDU/COMML/ET/202223/32][2023_AAI_143309_1],Airports Authority of India||Southern Region - AAI||MADURAI - AAI||COMMERCIAL-VOMD - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S4jZR1%2FYn48Nwi0r8STxclQ%3D%3D,Airports Authority of India
64,2023-01-30 18:00:00,2023-02-21 18:00:00,2023-02-23 11:00:00,[Provision of Retro Reflective type Stand Number Indicator and WGS 84 Boards at Tirupati Airport]  [AAI/TPT/ENGG(E)/C-01/2022-23][2023_AAI_143336_1],Airports Authority of India||Southern Region - AAI||TIRUPATI - AAI||ENGG ELECT-VOTP - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sh399DGC%2FgNqQZdl7CSTSfg%3D%3D,Airports Authority of India
65,2023-01-30 18:00:00,2023-02-21 18:00:00,2023-02-22 18:00:00,"[Miscellaneous Civil Repairs and Maintenance Work in Operational Area, Operational Building and City Side Area for Year 2022-23 At Solapur Airport.]  [AAI/Solapur/CIVIL/2022-23/01][2023_AAI_143286_1]",Airports Authority of India||Western Region - AAI||SURAT - AAI||ENGG CIVIL-VASU - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S3IB3sK%2F2H4hExo1wId185w%3D%3D,Airports Authority of India
66,2023-01-30 18:00:00,2023-02-22 18:00:00,2023-03-01 11:00:00,[Widening of Runway Basic Strip at Paykong]  [AAI/CHQ/Pakyong/Slop-Stab/2023][2023_AAI_143295_1],Airports Authority of India||CHQ - AAI||NIAMAR - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SSHtHnd5Id3dpoeBQqx4Cow%3D%3D,Airports Authority of India
67,2023-01-30 18:00:00,2023-02-22 16:00:00,2023-02-23 16:00:00,[Special Repairs work at MT Section]  [AAI/VAD/SM(E-C)/SPREP/22-23/2][2023_AAI_143243_1],Airports Authority of India||Western Region - AAI||VADODARA - AAI||ENGG CIVIL-VABO - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SliMTSvviqd%2Bh9r%2Fk8QD33Q%3D%3D,Airports Authority of India
68,2023-01-30 17:45:00,2023-02-21 15:00:00,2023-02-22 15:30:00,[Provision of Sewage Treatment Plant of Capacity 10 KLD at Diu Airport.]  [AAI/RHQ/MUM/AGM(EE)/DIU/1/2023][2023_AAI_142714_1],Airports Authority of India||Western Region - AAI||RHQ-WR - AAI||ENGG ELECT-WR - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SFmhqVHS%2BDafePZf0WIEYPQ%3D%3D,Airports Authority of India
69,2023-01-30 16:30:00,2023-02-20 16:00:00,2023-02-21 16:30:00,[e-Tender (NIET) for License to Operate General Car Rental Services]  [AAI/BPL/COMML/CAR RENTAL/2023][2023_AAI_142343_1],Airports Authority of India||Western Region - AAI||BHOPAL - AAI||CNS-VABP - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SIo3i39UgUDxJDJYvbF0FDw%3D%3D,Airports Authority of India
70,2023-01-30 14:30:00,2023-02-20 18:00:00,2023-02-22 11:30:00,[Augmentation of Power Supply System and Associated Works at Behala Airport]  [AAI/ER /KOL /EE/NIT-13/2022 -23][2023_AAI_142085_1],Airports Authority of India||Eastern Region - AAI||RHQ-ER - AAI||ENGG ELECT-ER - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sd1yQeK9QLNXTrbRaGe9bYw%3D%3D,Airports Authority of India
71,2023-01-30 14:00:00,2023-02-11 09:00:00,2023-02-13 11:00:00,"[Work Contract for DGR Registered agencies 03 manpower (unarmed category/office work) in the Office of Chief Security Officer of Airports Authority of India, C.A. Bhuj]  [AAI/BHUJ/CSO/22-23/2][2023_AAI_143248_1]",Airports Authority of India||Western Region - AAI||BHUJ - AAI||CNS-VABJ - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SeEVdZAauVcl%2FfFzc8vqLOg%3D%3D,Airports Authority of India
72,2023-01-30 13:15:00,2023-02-21 18:00:00,2023-02-23 11:00:00,"[Modification works in RGT and NTR Terminals to accommodate PAAS at Begumpet Airport, Hyderabad.]  [AAI/HYD/ENGG(C)/HTC/PAAS/2023][2023_AAI_142412_1]",Airports Authority of India||Southern Region - AAI||RAJAHMUNDRY - AAI||ENGG CIVIL-VORY - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SNV6GUvzkSCcyfx53BWqxGw%3D%3D,Airports Authority of India
73,2023-01-30 12:00:00,2023-02-20 11:00:00,2023-02-21 12:00:00,"[Repairing of water supply line in residential colony and operational area at M.P. Airport, Udaipur]  [AAI/UDR/AGM(E-C)/W-128/22-23][2023_AAI_142911_1]",Airports Authority of India||Northern Region - AAI||UDAIPUR - AAI||ENGG CIVIL-UDAIPUR - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SfO%2FkJCefhlsPD55M4KvgOA%3D%3D,Airports Authority of India
74,2023-01-28 18:00:00,2023-02-20 09:30:00,2023-02-21 10:00:00,"[Repair and maintenance contract for all Civil infrastructure of Hostel blocks, cafeteria, Guest houses, cottage, swimming pool, Radar building, navigation building and all other allied facilities at CATC Prayagraj during the year 2023-24]  [AAI/CATC/AGM(E-C)/334/23-24][2023_AAI_142891_1]",Airports Authority of India||Western Region - AAI||PORBANDAR - AAI||ENGG CIVIL-VAPR - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SvX54zM4yVJz7b0TokUgwbQ%3D%3D,Airports Authority of India
75,2023-01-28 18:00:00,2023-02-20 09:30:00,2023-02-21 10:00:00,[Repair and maintenance contract for all civil infrastructure of Institute building campus at CATC Prayagraj during the year 2023-24]  [AAI/CATC/AGM(E-C)/333/23-24][2023_AAI_142878_1],Airports Authority of India||Western Region - AAI||PORBANDAR - AAI||ENGG CIVIL-VAPR - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Swo%2FbEgWbe%2B6Fzg5Inj%2BiLg%3D%3D,Airports Authority of India
76,2023-01-28 18:00:00,2023-02-20 09:30:00,2023-02-21 10:00:00,[Repair and maintenance contract for all civil infrastructure of Residential colony campus at CATC Prayagraj during the year 2023-24]  [AAI/CATC/AGM(E-C)/335/23-24][2023_AAI_142899_1],Airports Authority of India||Western Region - AAI||PORBANDAR - AAI||ENGG CIVIL-VAPR - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SiUV7zMkeWpKGFIHRISAI1A%3D%3D,Airports Authority of India
77,2023-01-27 18:00:00,2023-02-18 15:00:00,2023-02-20 15:30:00,"[Providing Rainwater Harvesting System at HAL Airport, Bangalore]  [AAI/BG/E-C/RWH-HAL/2022-23][2023_AAI_143103_1]",Airports Authority of India||Southern Region - AAI||RAJAHMUNDRY - AAI||ENGG CIVIL-VORY - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Srmm9%2FHiPOtA5%2FBt3OGYQBA%3D%3D,Airports Authority of India
78,2023-01-27 18:00:00,2023-02-22 18:00:00,2023-02-24 11:00:00,"[Provision of electrical works for installing the AWOS instrument by IMD at 04 and 22 side of runway at Barapani Airport, Shillong.]  [AAI/ENGG(E)/SHL/AWOS/22-23][2022_AAI_137948_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||ENGG ELECT-VAID - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SlfKk%2FA6oL8Uf5Ch69PdKOQ%3D%3D,Airports Authority of India
79,2023-01-27 18:00:00,2023-02-17 18:00:00,2023-02-18 18:00:00,[Annual Repair and Maintenance Contract of civil works for Terminal building and Operational area for the year 2023 24 at C A Keshod]  [2023_KESHOD_AMCOPS_1][2023_AAI_143011_1],Airports Authority of India||Northern Region - AAI||JODHPUR - AAI||ENGG CIVIL-JODHPUR - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SVYZ3kEfKlJkfd0yERHNw4g%3D%3D,Airports Authority of India
80,2023-01-27 18:00:00,2023-02-17 18:00:00,2023-02-18 18:00:00,[Annual repair and maintenance contract of Civil work in Residential colony area for the year 2023 24 at C A Keshod]  [2023_KESHOD_AMCRESI_1][2023_AAI_143010_1],Airports Authority of India||Northern Region - AAI||JODHPUR - AAI||ENGG CIVIL-JODHPUR - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2FSKob6h5uMqn5DmheD8%2Brw%3D%3D,Airports Authority of India
81,2023-01-27 18:00:00,2023-02-20 18:00:00,2023-02-22 11:00:00,"[SITC of LED lights, fans and High mast for INA colony, Safdarjung Airport, New Delhi.]  [AAI/SAP/Engg-E/INA-Cap/22-23][2023_AAI_142063_1]",Airports Authority of India||CHQ - AAI||Engineering Electrical - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2B%2FS1H%2B5%2B5m5eQBXVoQ8JJQ%3D%3D,Airports Authority of India
82,2023-01-27 18:00:00,2023-02-20 16:00:00,2023-02-21 16:00:00,[Replacement of Main Water Pipeline]  [AAI/VADO/SM(E-C)/PIPE LINE/2022-23/Enit-01][2023_AAI_143022_1],Airports Authority of India||Western Region - AAI||VADODARA - AAI||ENGG CIVIL-VABO - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHnBq0Ch7cDYJG6Cd4GYg2g%3D%3D,Airports Authority of India
83,2023-01-27 18:00:00,2023-02-18 15:00:00,2023-02-20 15:30:00,"[Improvement work of Existing Rainwater Harvesting system at AAI Residential Quarters at Ulsoor, Bangalore]  [AAI/BG/E-C/RWH-Colony/2022-23][2023_AAI_143077_1]",Airports Authority of India||Southern Region - AAI||RAJAHMUNDRY - AAI||ENGG CIVIL-VORY - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SuMana9SjUJv1J2tr09Z4CQ%3D%3D,Airports Authority of India
84,2023-01-27 17:00:00,2023-02-18 17:00:00,2023-02-20 17:00:00,[License for Gift Souvenir Shop at Gorakhpur Airport]  [AAI/GORAKHPUR/GIFT SHOP][2023_AAI_143081_1],Airports Authority of India||Northern Region - AAI||RHQ-NR - AAI||COMMERCIAL-NR - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SdhgEieyRBdoo1aBxpkU4lA%3D%3D,Airports Authority of India
85,2023-01-27 17:00:00,2023-02-17 17:00:00,2023-02-20 17:00:00,[Smoking Lounge and Sales kiosk]  [AAI/BD/COMML/Smoking Lounge and Sales Kiosk][2023_AAI_143043_1],Airports Authority of India||Eastern Region - AAI||BAGDOGRA - AAI||COMMERCIAL-VEBD - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Swk%2FBebN7CLHBGZlmlZA%2BAw%3D%3D,Airports Authority of India
86,2023-01-27 16:30:00,2023-02-20 18:00:00,2023-02-24 16:30:00,[Resurfacing of Runway at Bhubaneswar Airport]  [AAI/CHQ/ENGG-ER/BBSR-Rwy/2023][2023_AAI_143078_1],Airports Authority of India||CHQ - AAI||Engineering Civil - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S0PjOfavD0JGdNz%2F4IDQrZA%3D%3D,Airports Authority of India
87,2023-01-27 15:00:00,2023-02-17 18:00:00,2023-02-24 11:00:00,[Reconstruction of G Taxiway 2nd call]  [AAI/KOL/Engg. Civil/G Taxi/2nd call][2023_AAI_142879_1],Airports Authority of India||Eastern Region - AAI||KOLKATA AIRPORT - AAI||ENGG CIVIL-VECC - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SuRonKG45viWx6NHNXPdgMA%3D%3D,Airports Authority of India
88,2023-01-26 09:00:00,2023-02-15 18:00:00,2023-02-16 18:00:00,"[Annual rate contract for repair and maintenance/urgent civil works for AAI Residential colony, City Side area Offices at Non-Operational area (2023-24) at Civil Airport Pantnagar]  [AAI/BLY/PNT/Engg. (C)/AMC Colony/2023-24][2023_AAI_142867_1]",Airports Authority of India||Northern Region - AAI||JODHPUR - AAI||ENGG ELECT-JODHPUR - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SWCpxQSu9uDBNS%2FXL64y3nQ%3D%3D,Airports Authority of India
89,2023-01-26 09:00:00,2023-02-09 15:00:00,2023-02-10 15:00:00,[Providing of 06 Nos Supervisors and 15 Security Guards without arms for Watch and Ward duties at Administrative Building AAI Residential Colony and Pass Section at Chennai Airport]  [AAM/DGR/SEC/Admin/Res. Colony/Pass Section/2023/ ][2023_AAI_142417_1],Airports Authority of India||Northern Region - AAI||RHQ-NR - AAI||ENGG ELECT-NR - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SNUmiq4Xjp1X5l07q5fn9QA%3D%3D,Airports Authority of India
90,2023-01-25 18:55:00,2023-02-16 11:00:00,2023-02-17 11:00:00,"[Painting of Runway, Taxi Track and Apron markings during 2022-23 at Imphal Airport]  [AAI/IMP/E-C/Painting/22-23][2023_AAI_142788_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||ENGG CIVIL-VAID - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SCZMelYVZiOo2ZNd0kXzpCg%3D%3D,Airports Authority of India
91,2023-01-25 18:55:00,2023-02-13 13:00:00,2023-02-14 15:00:00,"[Design, Supply, Installation, Testing and Commissioning of Roof Top Grid Connected 40kWp Solar Photo Voltaic (PV) Power Plant at Visakhapatnam Airport]  [AAI/VZ/ENGG(E)/CAPITAL/5][2023_AAI_142320_1]",Airports Authority of India||Southern Region - AAI||VIZAG - AAI||ENGG ELECT-VOVZ - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SzkBvbJjKk9SZcB%2FfxeNsOw%3D%3D,Airports Authority of India
92,2023-01-25 18:55:00,2023-02-15 18:00:00,2023-02-16 18:00:00,[Annual Rate contract for Repair and Maintenance/urgent civil works for Terminal Building and Operational Area at Civil Airport Pantnagar for the year 2023-24]  [AAI/BLY/PNT/Engg. (C)/AMC Ops/2023-24][2023_AAI_142578_1],Airports Authority of India||Northern Region - AAI||JODHPUR - AAI||ENGG ELECT-JODHPUR - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SuJ7l0Xjq8oTwk8Iij8bCnQ%3D%3D,Airports Authority of India
93,2023-01-25 18:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,[Miscellaneous Electrical works at GAGAN and HAL Airport.]  [AAI/BG/E-E/Miscellaneous work/2022-23][2023_AAI_142903_1],Airports Authority of India||Southern Region - AAI||BANGALORE - AAI||ENGG ELECT-VOBG - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SZSTZ29n5%2FMxd5OevB53rVA%3D%3D,Airports Authority of India
94,2023-01-25 18:00:00,2023-02-16 15:00:00,2023-02-17 15:30:00,[Annual Periodical Maintenance and Operation of E And M Installations at C. A. Porbandar for two years (2023-25)]  [AAI/RHQ/WR/POR/AGM(EE)/4/22-23][2023_AAI_140700_1],Airports Authority of India||Western Region - AAI||RHQ-WR - AAI||ENGG ELECT-WR - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S0XQIgI8NlIxoW%2Fy9VPxvKg%3D%3D,Airports Authority of India
95,2023-01-25 18:00:00,2023-02-20 17:00:00,2023-02-22 11:00:00,[Replacement of IRP plants in Metro residential colony and other allied works at NSCBI Airport Kolkata]  [AAI/EMD-II/Replecment_IRP/2023][2023_AAI_140299_1],Airports Authority of India||Eastern Region - AAI||KOLKATA AIRPORT - AAI||ENGG ELECT-VECC - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SdB%2FILkBAB3LxsuSgScPFGQ%3D%3D,Airports Authority of India
